Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,ticker
2004-08-19,0.4782450178626631,0.4835571812851719,0.4607905856867593,0.4661027491092682,388920000,0.0,0.0,AAPL
2004-08-20,0.4661026415002313,0.4703523509928906,0.4627632004691043,0.4674685001373291,316780800,0.0,0.0,AAPL
2004-08-23,0.4683788695588641,0.4746021627869959,0.4644334263784883,0.4717183113098144,254660000,0.0,0.0,AAPL
2004-08-24,0.4744498271135596,0.4849228262901306,0.4733873746335929,0.4849228262901306,374136000,0.0,0.0,AAPL
2004-08-25,0.4837084235772522,0.5031355761648522,0.4815835684725609,0.5016184449195862,505618400,0.0,0.0,AAPL
2004-08-26,0.5014662785406665,0.5339460195604318,0.4969131621840256,0.526054322719574,955858400,0.0,0.0,AAPL
2004-08-27,0.5263577193882564,0.5275714446704757,0.5160368496643476,0.5213490128517151,388813600,0.0,0.0,AAPL
2004-08-30,0.5160368771853934,0.5269646101332048,0.5154300145119188,0.5178583264350891,218142400,0.0,0.0,AAPL
2004-08-31,0.517098940243477,0.5304549243833031,0.5160364880862288,0.5234735012054443,376560800,0.0,0.0,AAPL
2004-09-01,0.5205900163480132,0.5462404116593718,0.5189207008060237,0.5442668795585632,515726400,0.0,0.0,AAPL
2004-09-02,0.5388033714277595,0.5435078101089168,0.5286337754589506,0.541231632232666,406324800,0.0,0.0,AAPL
2004-09-03,0.5313662252562161,0.5451778037990436,0.5313662252562161,0.5347048044204712,293468000,0.0,0.0,AAPL
2004-09-07,0.5372854330873337,0.5492755672769484,0.534704987773562,0.5427488684654236,301957600,0.0,0.0,AAPL
2004-09-08,0.5418385904253827,0.5550433120887933,0.5415351844225584,0.5517038702964783,343526400,0.0,0.0,AAPL
2004-09-09,0.5479096254287071,0.5509447486376992,0.535463902879762,0.5418384671211243,461339200,0.0,0.0,AAPL
2004-09-10,0.5412316827011046,0.5498824259509133,0.5381956978249075,0.54441899061203,328014400,0.0,0.0,AAPL
2004-09-13,0.5445701610978547,0.5474540118311093,0.5360707424730045,0.5401691794395447,281976800,0.0,0.0,AAPL
2004-09-14,0.5348569986630958,0.5395614367373268,0.5278747112087993,0.538651168346405,254822400,0.0,0.0,AAPL
2004-09-15,0.5366784183705141,0.538499005714632,0.5281790005032091,0.5342492461204529,232668800,0.0,0.0,AAPL
2004-09-16,0.5342494381717349,0.5579271636016961,0.5324289008336993,0.5517038702964783,501916800,0.0,0.0,AAPL
2004-09-17,0.554739675184411,0.5673366677090689,0.5524626366249379,0.5636938214302063,502308800,0.0,0.0,AAPL
2004-09-20,0.5597476387662598,0.5764430712432989,0.5595963664099719,0.572345495223999,245000000,0.0,0.0,AAPL
2004-09-21,0.5729523220724788,0.5899511594321406,0.5685512897251684,0.5768985748291016,386652000,0.0,0.0,AAPL
2004-09-22,0.5782641647199188,0.5788710269439873,0.5586848916288464,0.5603550672531128,401688000,0.0,0.0,AAPL
2004-09-23,0.5621767370993586,0.5691581637566595,0.5605066113257371,0.565667450428009,397404000,0.0,0.0,AAPL
2004-09-24,0.5683992779971159,0.5767465648904582,0.5638461617583869,0.5659710168838501,369488000,0.0,0.0,AAPL
2004-09-27,0.5608099006992904,0.576442927198972,0.5589893641831633,0.5696136355400085,397516000,0.0,0.0,AAPL
2004-09-28,0.5685512583517507,0.5811482521004802,0.5683991247842477,0.5773541331291199,353186400,0.0,0.0,AAPL
2004-09-29,0.5756839197633236,0.5897997646703182,0.574014604938497,0.587067186832428,273509600,0.0,0.0,AAPL
2004-09-30,0.591924790215827,0.5960223663153111,0.5835766431994008,0.5881297588348389,425012000,0.0,0.0,AAPL
2004-10-01,0.593745322313251,0.5948077243055101,0.5855501708812829,0.5869160294532776,465404800,0.0,0.0,AAPL
2004-10-04,0.5946565730446769,0.5946565730446769,0.588129823545904,0.5887375473976135,574084000,0.0,0.0,AAPL
2004-10-05,0.5852457522682498,0.602093314181685,0.5828174921222459,0.5975401997566223,406162400,0.0,0.0,AAPL
2004-10-06,0.5995130345462903,0.6186367266961385,0.5990574443842355,0.6168153285980225,446303200,0.0,0.0,AAPL
2004-10-07,0.6152979234868875,0.6212169458852365,0.5989059544845873,0.6013342142105103,426148800,0.0,0.0,AAPL
2004-10-08,0.6004242197028371,0.6036114766921216,0.5894956274619619,0.5928350687026978,359228800,0.0,0.0,AAPL
2004-10-11,0.5888888329553245,0.5928350862180736,0.579782499940976,0.5857015252113342,323870400,0.0,0.0,AAPL
2004-10-12,0.5843356339637434,0.5855502202931412,0.5714343714306561,0.5811483263969421,460191200,0.0,0.0,AAPL
2004-10-13,0.5899513127692876,0.6034594403819497,0.587978591162488,0.60330730676651,1163008000,0.0,0.0,AAPL
2004-10-14,0.6555183387928969,0.694372587720456,0.6458043332813301,0.682685911655426,2768427200,0.0,0.0,AAPL
2004-10-15,0.6811687224558577,0.6922477252872061,0.6706957715922237,0.6905784606933594,1031128000,0.0,0.0,AAPL
2004-10-18,0.6784361059364217,0.7247282266616821,0.6784361059364217,0.7247282266616821,1200752000,0.0,0.0,AAPL
2004-10-19,0.7300405265694336,0.7338346970860454,0.7180495312682295,0.7197197079658508,801992800,0.0,0.0,AAPL
2004-10-20,0.7160767006145874,0.7224513154474732,0.7080328718889196,0.7204785943031311,605108000,0.0,0.0,AAPL
2004-10-21,0.7206300536380332,0.7304953337170997,0.7188086043717931,0.7276114821434021,724505600,0.0,0.0,AAPL
2004-10-22,0.7215409496837168,0.7235136707005128,0.7136483938190612,0.7195674180984497,483067200,0.0,0.0,AAPL
2004-10-25,0.7163801615121973,0.7260941667391654,0.7144074403559959,0.7216923236846924,392644000,0.0,0.0,AAPL
2004-10-26,0.7201744906652962,0.7292816360208402,0.7128896558743923,0.7280671000480652,594361600,0.0,0.0,AAPL
2004-10-27,0.7362628447214379,0.768287849775555,0.7311028668289126,0.7634304165840149,1193494400,0.0,0.0,AAPL
2004-10-28,0.7585737929997486,0.7925715168816712,0.7512889608820282,0.7921159267425537,864264800,0.0,0.0,AAPL
2004-10-29,0.7868039252372078,0.8074456113967401,0.7861970626733533,0.7953033447265625,810219200,0.0,0.0,AAPL
2004-11-01,0.7968213464363295,0.8083559401101633,0.7898399191730888,0.7960623502731323,602050400,0.0,0.0,AAPL
2004-11-02,0.7953034681336945,0.8208017305583205,0.7953034681336945,0.8119989037513733,729988000,0.0,0.0,AAPL
2004-11-03,0.825203503275972,0.8516120304543082,0.8194357505197378,0.839470624923706,1204173600,0.0,0.0,AAPL
2004-11-04,0.8352207044742829,0.8431123982382911,0.8252032951293264,0.8264169692993164,928625600,0.0,0.0,AAPL
2004-11-05,0.8326405975152251,0.8347654527285093,0.7898400365886546,0.8305157423019409,1205047200,0.0,0.0,AAPL
2004-11-08,0.8236853801399736,0.8415953979130445,0.8174629496729829,0.8253546953201294,526920800,0.0,0.0,AAPL
2004-11-09,0.8230786690094599,0.8279352414754851,0.8101773551061279,0.8203469514846802,475764800,0.0,0.0,AAPL
2004-11-10,0.8188288643227941,0.8406843258010778,0.8182220524325113,0.8309711813926697,508676000,0.0,0.0,AAPL
2004-11-11,0.8340064104047005,0.8412912949644504,0.8230787289412844,0.839318573474884,407299200,0.0,0.0,AAPL
2004-11-12,0.8349167340469555,0.8452375529366738,0.8323371499161638,0.8423537015914917,395701600,0.0,0.0,AAPL
2004-11-15,0.8378006181165697,0.8417468718391651,0.8247480303184896,0.8384082913398743,376045600,0.0,0.0,AAPL
2004-11-16,0.8371934601926266,0.8378003226331958,0.8268725938792952,0.8338540196418762,295103200,0.0,0.0,AAPL
2004-11-17,0.8376493269374,0.8415956314706617,0.82292661243063,0.8332474827766418,397751200,0.0,0.0,AAPL
2004-11-18,0.8241411130947902,0.8415955437304613,0.823988979491726,0.8406844139099121,459149600,0.0,0.0,AAPL
2004-11-19,0.8422023513381133,0.8637543570618753,0.8271761827101773,0.8373457789421082,765279200,0.0,0.0,AAPL
2004-11-22,0.937972270765654,0.9713630369581864,0.8787804976126125,0.9311429262161256,2568210400,0.0,0.0,AAPL
2004-11-23,0.9455613527872394,0.9478383414266406,0.9265897910545494,0.929928421974182,911450400,0.0,0.0,AAPL
2004-11-24,0.936302656212733,0.9895762511227464,0.934177852471966,0.9721217751502992,1390788000,0.0,0.0,AAPL
2004-11-26,0.9918525011102132,0.9980757417813332,0.976523739646006,0.9797109961509703,550144000,0.0,0.0,AAPL
2004-11-29,1.046492265422529,1.0559019552460005,1.0231188066488974,1.0387518405914309,1712916800,0.0,0.0,AAPL
2004-11-30,1.044063635634194,1.044063635634194,1.017654299736023,1.017654299736023,1028518400,0.0,0.0,AAPL
2004-12-01,1.028886318206787,1.0313145790478768,1.0058163204003363,1.028886318206787,800553600,0.0,0.0,AAPL
2004-12-02,1.003691400346201,1.0153781780482205,0.9813805003428664,0.9897277355194092,987442400,0.0,0.0,AAPL
2004-12-03,0.9794066406982734,0.986540250427532,0.9372138205021832,0.9513287544250488,1238848800,0.0,0.0,AAPL
2004-12-06,0.9751573423959528,1.0053609569755182,0.9554267823857464,0.9983795285224916,1247920800,0.0,0.0,AAPL
2004-12-07,1.000655685118146,1.0127980056274248,0.9495078824314936,0.954516589641571,1056899200,0.0,0.0,AAPL
2004-12-08,0.9574000973503816,0.9778896490038106,0.9417671684489692,0.9604352712631226,691902400,0.0,0.0,AAPL
2004-12-09,0.9533016533731024,0.9774341025335248,0.942070517029337,0.9712116718292236,741501600,0.0,0.0,AAPL
2004-12-10,0.9869960045023246,1.0024768508444406,0.9819872987095624,0.9888174533843994,775773600,0.0,0.0,AAPL
2004-12-13,0.9959505826819832,1.0002002907123104,0.9804689316885408,0.9851741790771484,395040800,0.0,0.0,AAPL
2004-12-14,0.9926115459817738,0.9998972396199765,0.9868437431802618,0.9909421801567078,415721600,0.0,0.0,AAPL
2004-12-15,0.9901834632123052,0.9935229050512692,0.9813806868243934,0.9904869198799132,398361600,0.0,0.0,AAPL
2004-12-16,1.0039946462024525,1.024484194318617,1.0024766542238723,1.0108247995376587,1126115200,0.0,0.0,AAPL
2004-12-17,1.0144672567971535,1.01750324216716,0.9850235484620444,0.986389458179474,783496000,0.0,0.0,AAPL
2004-12-20,0.993674112742611,1.0017179936350424,0.9373654266793244,0.9519360065460204,1168126400,0.0,0.0,AAPL
2004-12-21,0.9646847985195176,0.9678720547530112,0.9349368372577972,0.9666575193405152,1064414400,0.0,0.0,AAPL
2004-12-22,0.9662029055323592,0.9768272293372536,0.9622566528520388,0.967568814754486,565829600,0.0,0.0,AAPL
2004-12-23,0.9675685693730252,0.975156805663329,0.9652915817486544,0.9715148210525512,245929600,0.0,0.0,AAPL
2004-12-27,0.9835054415860762,0.9888176047980324,0.954364281432018,0.9586139917373656,559490400,0.0,0.0,AAPL
2004-12-28,0.9607387480709724,0.9751571416336676,0.9417671882591176,0.9740946888923644,611755200,0.0,0.0,AAPL
2004-12-29,0.9684789446075224,0.9862367751652068,0.9648369595941654,0.9780408143997192,449562400,0.0,0.0,AAPL
2004-12-30,0.9836562829197985,0.9869957231261652,0.9747021371994348,0.9835050106048584,345340800,0.0,0.0,AAPL
2004-12-31,0.9848712264084444,0.986540491087012,0.971818640493314,0.9774341583251952,278588800,0.0,0.0,AAPL
2005-01-03,0.9832018583795296,0.9882105642945516,0.9501144488312504,0.9605875015258788,691992000,0.0,0.0,AAPL
2005-01-04,0.9681753211712462,0.9936735686741364,0.955729653901499,0.9704523086547852,1096810400,0.0,0.0,AAPL
2005-01-05,0.978344326475214,0.9903353702777709,0.97212189605411,0.9789520502090454,680433600,0.0,0.0,AAPL
2005-01-06,0.9815316342327236,0.9851744302120916,0.961194167613339,0.9797109961509703,705555200,0.0,0.0,AAPL
2005-01-07,0.9865404220094748,1.0568127618375305,0.982746252052483,1.051045060157776,2227450400,0.0,0.0,AAPL
2005-01-10,1.059848311265701,1.0730530851873097,1.0302524174110446,1.0466444492340088,1725309600,0.0,0.0,AAPL
2005-01-11,1.0358675888221995,1.0495269846027029,0.9734877597018354,0.9798622727394104,2611627200,0.0,0.0,AAPL
2005-01-12,0.9933707399118622,1.0002007940925417,0.9607388667528898,0.9935228228569032,1919702400,0.0,0.0,AAPL
2005-01-13,1.118736889063715,1.1295132947062363,1.0583306970687525,1.059393048286438,3164716800,0.0,0.0,AAPL
2005-01-14,1.0662228969177656,1.0885339042109026,1.0501351328385642,1.065463900566101,1770742400,0.0,0.0,AAPL
2005-01-18,1.060151559145861,1.0730528738261906,1.0282786824470578,1.0722938776016235,1006460000,0.0,0.0,AAPL
2005-01-19,1.0698652514917255,1.0845870997425806,1.0586341162942192,1.060606837272644,751895200,0.0,0.0,AAPL
2005-01-20,1.0571160222265794,1.0817040060236829,1.0543843054742543,1.0694096088409424,914922400,0.0,0.0,AAPL
2005-01-21,1.0823111190817696,1.0867121008991585,1.062428379719599,1.069865345954895,911332800,0.0,0.0,AAPL
2005-01-24,1.07730224815296,1.089444461502726,1.0707755513752957,1.0739628076553345,841629600,0.0,0.0,AAPL
2005-01-25,1.0832215869931676,1.1055325911282878,1.0766956985806049,1.093542456626892,969231200,0.0,0.0,AAPL
2005-01-26,1.1028005511315064,1.1041663589519162,1.0809450929785769,1.0965781211853027,739496800,0.0,0.0,AAPL
2005-01-27,1.095211644535144,1.106747049198577,1.0859540390130251,1.1024973392486572,496227200,0.0,0.0,AAPL
2005-01-28,1.1021936405404436,1.12283456325531,1.0994611130038623,1.12283456325531,801612000,0.0,0.0,AAPL
2005-01-31,1.13194172244551,1.182179235394958,1.1308792698447176,1.1671531200408936,1681097600,0.0,0.0,AAPL
2005-02-01,1.169430488963368,1.18035817113151,1.1622968763207635,1.17671537399292,678395200,0.0,0.0,AAPL
2005-02-02,1.1830894118607584,1.212837474445641,1.179143159650092,1.2085877656936646,1020062400,0.0,0.0,AAPL
2005-02-03,1.200544474211908,1.205553181388087,1.1736802995146367,1.1809651851654053,731651200,0.0,0.0,AAPL
2005-02-04,1.181876317260209,1.1979640819757522,1.1767155268849336,1.1965981721878052,563556000,0.0,0.0,AAPL
2005-02-07,1.1979637606066629,1.204338376084388,1.1762604822282932,1.1981159448623655,524456800,0.0,0.0,AAPL
2005-02-08,1.2000884271258274,1.235148551965982,1.19583861677327,1.2278636693954468,890019200,0.0,0.0,AAPL
2005-02-09,1.2299884159255163,1.2444069080587097,1.1853664225138827,1.1950795650482178,1191456000,0.0,0.0,AAPL
2005-02-10,1.1947762495487555,1.2032756674982412,1.163511105260525,1.1893128156661987,1093019200,0.0,0.0,AAPL
2005-02-11,1.2120786185439874,1.240916314837602,1.1981157658302335,1.2325689792633057,1201054400,0.0,0.0,AAPL
2005-02-14,1.255638457949665,1.286904422109719,1.245318398907131,1.2844761610031128,1271463200,0.0,0.0,AAPL
2005-02-15,1.315286235642247,1.352015625538853,1.305268825343637,1.341846942901611,2312217600,0.0,0.0,AAPL
2005-02-16,1.3379006881064204,1.3690144596677605,1.325758372613404,1.3679521083831787,1639243200,0.0,0.0,AAPL
2005-02-17,1.3758447934789635,1.3793355069978417,1.3272765383624536,1.3327407836914062,1518473600,0.0,0.0,AAPL
2005-02-18,1.3316785736043613,1.333499921359939,1.3090641135657588,1.317563533782959,1163254400,0.0,0.0,AAPL
2005-02-22,1.3098224419554485,1.3401781398687018,1.2944936752319336,1.2944936752319336,1219293600,0.0,0.0,AAPL
2005-02-23,1.3161965395600037,1.3424537909615577,1.298439517173734,1.3391152620315552,1345181600,0.0,0.0,AAPL
2005-02-24,1.3429093799377705,1.355506322889527,1.3315260605969443,1.3497394323349,1519028000,0.0,0.0,AAPL
2005-02-25,1.3602119447236187,1.3646137375684986,1.338507754297152,1.3506500720977783,915510400,0.0,0.0,AAPL
2005-02-28,1.3562653949094712,1.370229159691457,1.3344100365826066,1.3617297410964966,651610400,0.0,2.0,AAPL
2005-03-01,1.3656756161937238,1.3693176007551469,1.340480722634628,1.3508015871047974,468188000,0.0,0.0,AAPL
2005-03-02,1.3432125521598366,1.362639747503772,1.338052575434806,1.339266300201416,458161200,0.0,0.0,AAPL
2005-03-03,1.3468553687684277,1.348069093462811,1.2512368829904863,1.2685390710830688,1411653600,0.0,0.0,AAPL
2005-03-04,1.2979840229386244,1.3055722613565743,1.270360861362967,1.2995020151138306,756618800,0.0,0.0,AAPL
